question,law,label
ศาลต้องทำอย่างไรเมื่อพิจารณาประเด็นแห่งคดีตามมาตรา 131 ของประมวลกฎหมายวิธีพิจารณาความแพ่ง?,ประมวลกฎหมายวิธีพิจารณาความแพ่ง,1
ใครสามารถถามค้านพยานได้หลังจากคู่ความฝ่ายที่อ้างพยานซักถามเสร็จแล้ว,ประมวลกฎหมายวิธีพิจารณาความแพ่ง,1
การจดบันทึกคำร้องทุกข์ในคดีที่ผู้เสียหายเป็นเด็กอายุไม่เกินสิบแปดปีต้องปฏิบัติตามมาตราใด,ประมวลกฎหมายวิธีพิจารณาความอาญา,1
เมื่อพระราชบัญญัติว่าด้วยการปรับเป็นพินัย พ.ศ. 2565 ประกาศในราชกิจจานุเบกษาแล้ว ผู้มีหน้าที่ต้องดำเนินการอะไรบ้าง?,พระราชบัญญัติว่าด้วยการปรับเป็นพินัย,1
ศาลต้องระบุอะไรบ้างในคำพิพากษาเมื่อพิพากษาให้จำเลยชำระหนี้เป็นเงิน?,ประมวลกฎหมายวิธีพิจารณาความแพ่ง,1
ศาลสามารถสั่งให้ตรวจเก็บตัวอย่างจากร่างกายของบุคคลใดได้หรือไม่หากจำเป็นต้องใช้พยานหลักฐานทางวิทยาศาสตร์ในคดีอาญา,ประมวลกฎหมายวิธีพิจารณาความอาญา,1
การขอจดทะเบียนเครื่องหมายรับรองต้องมีเงื่อนไขอะไรบ้างตามพระราชบัญญัติเครื่องหมายการค้า พ.ศ. 2559,พระราชบัญญัติเครื่องหมายการค้า,1
โจทก์สามารถยื่นฟ้องคดีเดิมอีกครั้งได้หรือไม่หากศาลยกฟ้องเพราะฟ้องโดยไม่สุจริต,ประมวลกฎหมายวิธีพิจารณาความอาญา,1
หากมีการยึดหรืออายัดทรัพย์สินเพื่อชำระค่าปรับเป็นพินัย จะสามารถขายทอดตลาดได้หรือไม่หากเกินห้าปี,พระราชบัญญัติว่าด้วยการปรับเป็นพินัย,1
ผู้ขับขี่ที่ถูกตัดคะแนนความประพฤติสามารถทำอย่างไรเพื่อขอคืนคะแนนที่ถูกตัดไป,พระราชบัญญัติจราจรทางบก,1
ผู้เช่านามีสิทธิปลูกพืชไร่ประเภทใดได้บ้าง,พระราชบัญญัติการเช่าที่ดินเพื่อเกษตรกรรม,1
ในกรณีที่พนักงานอัยการทำการสอบสวนร่วมกับพนักงานสอบสวน ใครมีอำนาจในการให้คำสั่งและคำแนะนำเกี่ยวกับการรวบรวมพยานหลักฐาน,ประมวลกฎหมายวิธีพิจารณาความอาญา,1
การอภัยโทษเด็ดขาดโดยไม่มีเงื่อนไขมีผลอย่างไรต่อการบังคับโทษตามมาตรา 265?,ประมวลกฎหมายวิธีพิจารณาความอาญา,1
ศาลมีอำนาจทำอะไรในระหว่างการบังคับคดี?,ประมวลกฎหมายวิธีพิจารณาความแพ่ง,1
ในกรณีที่ผู้พิพากษามีความเห็นแย้งในการทำคำพิพากษาหรือคำสั่ง จะต้องทำอย่างไร,ประมวลกฎหมายวิธีพิจารณาความแพ่ง,1
ในทางกฎหมาย คำว่า 'วัน' หมายถึงอะไรในบริบทของการทำงาน?,ประมวลกฎหมายแพ่งและพาณิชย์,1
ถ้ามีผู้จัดการหลายคน การตัดสินใจในกิจการของนิติบุคคลจะเป็นอย่างไร,ประมวลกฎหมายแพ่งและพาณิชย์,1
ศาลมีอำนาจทำอย่างไรหากลูกหนี้ตามคำพิพากษามาศาลแต่ไม่สามารถแสดงเหตุอันสมควรในการไม่ปฏิบัติตามคำบังคับได้?,ประมวลกฎหมายวิธีพิจารณาความแพ่ง,1
ใครทำหน้าที่เป็นเลขานุการในคณะกรรมการการขุดดินและถมดิน?,พระราชบัญญัติการขุดดินและถมดิน,1
การฟ้องคดีแพ่งที่เกี่ยวเนื่องกับคดีอาญาต้องปฏิบัติตามกฎหมายใด?,ประมวลกฎหมายวิธีพิจารณาความอาญา,1
กรรมการลูกจ้างจะพ้นจากตำแหน่งเมื่อใดตามพระราชบัญญัติแรงงานสัมพันธ์ (ฉบับที่ 3) พ.ศ. 2544?,พระราชบัญญัติแรงงานสัมพันธ์,1
ประโยชน์ทดแทนในกรณีสงเคราะห์บุตรมีอะไรบ้าง?,พระราชบัญญัติประกันสังคม,1
เมื่อชำระหนี้และค่าใช้จ่ายในคดีล้มละลายหมดแล้ว หากยังมีทรัพย์สินเหลืออยู่ จะต้องทำอย่างไรกับทรัพย์สินนั้น?,พระราชบัญญัติล้มละลาย,1
การพิจารณาและสืบพยานในศาลต้องทำอย่างไรตามมาตรา 172?,ประมวลกฎหมายวิธีพิจารณาความอาญา,1
เมื่อผู้กระทำความผิดเสียชีวิต โทษจะเป็นอย่างไร,ประมวลกฎหมายอาญา,1
การบรรทุกสิ่งของบนรถต้องมีมาตรการป้องกันอะไรบ้างตามกฎหมายจราจรทางบก?,พระราชบัญญัติจราจรทางบก,1
ผู้ขอรับสิทธิบัตรต้องชำระค่าใช้จ่ายในการตรวจสอบการประดิษฐ์ภายในกี่วันหลังจากได้รับแจ้งจากพนักงานเจ้าหน้าที่?,พระราชบัญญัติสิทธิบัตร,1
โทษสำหรับการกระทำความอื้ออึงโดยไม่มีเหตุอันสมควรตามมาตรา 370 คืออะไร,ประมวลกฎหมายอาญา,1
พนักงานเจ้าหน้าที่มีอำนาจอะไรบ้างในการดำเนินคดีเมื่อสงสัยว่ามีการกระทำผิดตามพระราชบัญญัติคุ้มครองผู้บริโภค พ.ศ. 2522,พระราชบัญญัติคุ้มครองผู้บริโภค,1
การแก้ไขแผนฟื้นฟูกิจการสามารถขยายเวลาได้กี่ครั้งและครั้งละกี่ปีตามกฎหมายล้มละลาย,พระราชบัญญัติล้มละลาย,1
หากยังไม่มีการออกกฎกระทรวง ระเบียบ หรือประกาศตามที่กำหนดในประมวลกฎหมายยาเสพติด จะสามารถใช้บทบัญญัตินั้นได้หรือไม่,ประมวลกฎหมายยาเสพติด,1
ใครมีหน้าที่ถวายเรื่องราวต่อพระมหากษัตริย์เพื่อพิจารณาอภัยโทษตามมาตรา 261?,ประมวลกฎหมายวิธีพิจารณาความอาญา,1
การขายอุปกรณ์ที่ทำให้มาตรการทางเทคโนโลยีไม่เกิดผลถือเป็นการละเมิดหรือไม่,พระราชบัญญัติลิขสิทธิ์,1
การฟ้องขอให้กักกันหลังจากฟ้องคดีหลักต้องดำเนินการภายในระยะเวลาเท่าใด?,ประมวลกฎหมายอาญา,1
กรุงเทพมหานครต้องจัดส่งข้อมูลการจัดเก็บภาษีที่ดินและสิ่งปลูกสร้างให้แก่หน่วยงานใดโดยตรงตามมาตรา 24 ของพระราชบัญญัติภาษีที่ดินและสิ่งปลูกสร้าง พ.ศ. 2562?,พระราชบัญญัติภาษีที่ดินและสิ่งปลูกสร้าง,1
หากมีการฝ่าฝืนคำสั่งของคณะอนุกรรมการตามมาตรา 52 จะมีผลอย่างไรตามกฎหมายการจัดสรรที่ดิน พ.ศ. 2543,พระราชบัญญัติการจัดสรรที่ดิน,1
การกระทำใดที่มีวัตถุประสงค์เพื่อให้ประชาชนล่วงละเมิดกฎหมายแผ่นดินมีโทษตามมาตราใด,ประมวลกฎหมายอาญา,1
ในกรณีที่คณะบุคคลที่ไม่มีสถานะเป็นนิติบุคคลมีหน้าที่เกี่ยวกับภาษีอากร ใครจะต้องรับผิดชอบ?,ประมวลรัษฎากร,1
พนักงานเจ้าหน้าที่สามารถดำเนินการอะไรได้บ้างเมื่อพบยาเสพติดที่มีไว้โดยไม่ชอบด้วยกฎหมายตามมาตรา 61 ของประมวลกฎหมายยาเสพติด,ประมวลกฎหมายยาเสพติด,1
ข้อบังคับของสหภาพแรงงานต้องมีอะไรบ้างตามมาตรา 90?,พระราชบัญญัติแรงงานสัมพันธ์,1
ทรัพย์สินใดบ้างที่ไม่ถือว่าเป็นทรัพย์สินในคดีล้มละลายตามมาตรา 109?,พระราชบัญญัติล้มละลาย,1
ในกรณีที่มีการถอนการบังคับคดีนอกจากกรณีตามมาตรา 292 (1) และ (5) ใครเป็นผู้รับผิดในค่าฤชาธรรมเนียม,ประมวลกฎหมายวิธีพิจารณาความแพ่ง,1
การล่วงรู้มาตรการป้องกันการเข้าถึงระบบคอมพิวเตอร์ของผู้อื่นแล้วนำไปเปิดเผยโดยมิชอบมีโทษอย่างไร,พระราชบัญญัติว่าด้วยการกระทำความผิดเกี่ยวกับคอมพิวเตอร์,1
ผู้ขับขี่รถยนต์ต้องใช้เสียงสัญญาณประเภทใดตามกฎหมาย,พระราชบัญญัติจราจรทางบก,1
สามารถยื่นคำฟ้องใหม่ได้หรือไม่หากได้ทิ้งหรือถอนคำฟ้องไปแล้วตามมาตรา 176?,ประมวลกฎหมายวิธีพิจารณาความแพ่ง,1
หากรถที่ถูกดัดแปลงถูกนำไปใช้ในการแข่งรถในทาง ผู้นั้นจะถูกพิจารณาอย่างไร,พระราชบัญญัติจราจรทางบก,1
