question,answer,Difficult,prompt,label
บทบัญญัติแห่งความรักของคุณคืออะไร?,ขออภัยคำถามของคุณไม่ได้เกี่ยวข้องกับกฎหมาย,Hard,บทบัญญัติแห่งความรักของคุณคืออะไร?,0
ถ้าความเบื่อคือโจทก์ คุณจะต่อสู้ยังไง?,ขออภัยคำถามของคุณไม่ได้เกี่ยวข้องกับกฎหมาย,Hard,ถ้าความเบื่อคือโจทก์ คุณจะต่อสู้ยังไง?,0
คุณเคยโดนตัวเองพิพากษาว่าขี้เกียจไหม?,ขออภัยคำถามของคุณไม่ได้เกี่ยวข้องกับกฎหมาย,Hard,คุณเคยโดนตัวเองพิพากษาว่าขี้เกียจไหม?,0
ฟ้องร้องตัวเองเรื่องอะไรบ่อยที่สุด?,ขออภัยคำถามของคุณไม่ได้เกี่ยวข้องกับกฎหมาย,Hard,ฟ้องร้องตัวเองเรื่องอะไรบ่อยที่สุด?,0
ถ้าจำเลยคือความกังวล จะมีใครมาเป็นพยานให้คุณ?,ขออภัยคำถามของคุณไม่ได้เกี่ยวข้องกับกฎหมาย,Hard,ถ้าจำเลยคือความกังวล จะมีใครมาเป็นพยานให้คุณ?,0
คุณเคยละเมิดกฎของหัวใจไหม?,ขออภัยคำถามของคุณไม่ได้เกี่ยวข้องกับกฎหมาย,Hard,คุณเคยละเมิดกฎของหัวใจไหม?,0
บทบัญญัติในการใช้เงินเดือนแรกของคุณคืออะไร?,ขออภัยคำถามของคุณไม่ได้เกี่ยวข้องกับกฎหมาย,Hard,บทบัญญัติในการใช้เงินเดือนแรกของคุณคืออะไร?,0
ถ้ามีร่างกฎหมายบังคับให้ชมตัวเองวันละครั้ง จะเป็นยังไง?,ขออภัยคำถามของคุณไม่ได้เกี่ยวข้องกับกฎหมาย,Hard,ถ้ามีร่างกฎหมายบังคับให้ชมตัวเองวันละครั้ง จะเป็นยังไง?,0
ใครคือพยานในวันที่คุณยิ้มมากที่สุด?,ขออภัยคำถามของคุณไม่ได้เกี่ยวข้องกับกฎหมาย,Hard,ใครคือพยานในวันที่คุณยิ้มมากที่สุด?,0
คุณเคยรู้สึกว่าชีวิตคือคดีที่ไม่มีวันปิดไหม?,ขออภัยคำถามของคุณไม่ได้เกี่ยวข้องกับกฎหมาย,Hard,คุณเคยรู้สึกว่าชีวิตคือคดีที่ไม่มีวันปิดไหม?,0
ถ้าเจอคำพิพากษาว่าต้องอยู่กับความฝัน คุณจะรับได้ไหม?,ขออภัยคำถามของคุณไม่ได้เกี่ยวข้องกับกฎหมาย,Hard,ถ้าเจอคำพิพากษาว่าต้องอยู่กับความฝัน คุณจะรับได้ไหม?,0
จำเลยในมื้ออาหารที่แย่ที่สุดคือใคร?,ขออภัยคำถามของคุณไม่ได้เกี่ยวข้องกับกฎหมาย,Hard,จำเลยในมื้ออาหารที่แย่ที่สุดคือใคร?,0
หลักฐานว่าเพื่อนรักคือใครในชีวิตคุณคืออะไร?,ขออภัยคำถามของคุณไม่ได้เกี่ยวข้องกับกฎหมาย,Hard,หลักฐานว่าเพื่อนรักคือใครในชีวิตคุณคืออะไร?,0
สัญญาระหว่างคุณกับอดีตยังมีผลอยู่ไหม?,ขออภัยคำถามของคุณไม่ได้เกี่ยวข้องกับกฎหมาย,Hard,สัญญาระหว่างคุณกับอดีตยังมีผลอยู่ไหม?,0
ถ้าโดนฟ้องว่าไม่ดูแลตัวเอง คุณจะว่าไง?,ขออภัยคำถามของคุณไม่ได้เกี่ยวข้องกับกฎหมาย,Hard,ถ้าโดนฟ้องว่าไม่ดูแลตัวเอง คุณจะว่าไง?,0
โจทก์ในวัยทำงานที่คุณกลัวที่สุดคืออะไร?,ขออภัยคำถามของคุณไม่ได้เกี่ยวข้องกับกฎหมาย,Hard,โจทก์ในวัยทำงานที่คุณกลัวที่สุดคืออะไร?,0
ถ้ามีศาลแห่งการให้อภัย คุณอยากพาใครไปขึ้นศาล?,ขออภัยคำถามของคุณไม่ได้เกี่ยวข้องกับกฎหมาย,Hard,ถ้ามีศาลแห่งการให้อภัย คุณอยากพาใครไปขึ้นศาล?,0
หลักฐานอะไรที่คุณเติบโตขึ้นแล้ว?,ขออภัยคำถามของคุณไม่ได้เกี่ยวข้องกับกฎหมาย,Hard,หลักฐานอะไรที่คุณเติบโตขึ้นแล้ว?,0
ใครคือพยานในวันที่คุณล้มเหลวแล้วลุกขึ้นได้?,ขออภัยคำถามของคุณไม่ได้เกี่ยวข้องกับกฎหมาย,Hard,ใครคือพยานในวันที่คุณล้มเหลวแล้วลุกขึ้นได้?,0
สัญญาที่ให้ไว้กับครอบครัวคืออะไร?,ขออภัยคำถามของคุณไม่ได้เกี่ยวข้องกับกฎหมาย,Hard,สัญญาที่ให้ไว้กับครอบครัวคืออะไร?,0
บทบัญญัติที่คุณตั้งไว้ตั้งแต่เด็กยังคงอยู่ไหม?,ขออภัยคำถามของคุณไม่ได้เกี่ยวข้องกับกฎหมาย,Hard,บทบัญญัติที่คุณตั้งไว้ตั้งแต่เด็กยังคงอยู่ไหม?,0
ฟ้องร้องตัวเองครั้งสุดท้ายเรื่องอะไร?,ขออภัยคำถามของคุณไม่ได้เกี่ยวข้องกับกฎหมาย,Hard,ฟ้องร้องตัวเองครั้งสุดท้ายเรื่องอะไร?,0
คุณเคยเป็นโจทก์ในความสัมพันธ์ไหม?,ขออภัยคำถามของคุณไม่ได้เกี่ยวข้องกับกฎหมาย,Hard,คุณเคยเป็นโจทก์ในความสัมพันธ์ไหม?,0
คำพิพากษาสุดท้ายในใจคุณเกี่ยวกับอนาคตคืออะไร?,ขออภัยคำถามของคุณไม่ได้เกี่ยวข้องกับกฎหมาย,Hard,คำพิพากษาสุดท้ายในใจคุณเกี่ยวกับอนาคตคืออะไร?,0
ถ้ามีคดีเกี่ยวกับความฝันที่ไม่ได้ทำ คุณจะสู้ไหม?,ขออภัยคำถามของคุณไม่ได้เกี่ยวข้องกับกฎหมาย,Hard,ถ้ามีคดีเกี่ยวกับความฝันที่ไม่ได้ทำ คุณจะสู้ไหม?,0
จำเลยในเรื่องสุขภาพจิตของคุณคืออะไร?,ขออภัยคำถามของคุณไม่ได้เกี่ยวข้องกับกฎหมาย,Hard,จำเลยในเรื่องสุขภาพจิตของคุณคืออะไร?,0
หลักฐานว่าคุณเป็นคนคิดบวกคืออะไร?,ขออภัยคำถามของคุณไม่ได้เกี่ยวข้องกับกฎหมาย,Hard,หลักฐานว่าคุณเป็นคนคิดบวกคืออะไร?,0
ถ้าโจทก์คือเสียงในหัวที่ชอบดูถูก คุณจะทำยังไง?,ขออภัยคำถามของคุณไม่ได้เกี่ยวข้องกับกฎหมาย,Hard,ถ้าโจทก์คือเสียงในหัวที่ชอบดูถูก คุณจะทำยังไง?,0
ร่างกฎหมายใดที่คุณอยากเขียนขึ้นมาเอง?,ขออภัยคำถามของคุณไม่ได้เกี่ยวข้องกับกฎหมาย,Hard,ร่างกฎหมายใดที่คุณอยากเขียนขึ้นมาเอง?,0
พยานในช่วงเวลาที่แย่ที่สุดของคุณคือใคร?,ขออภัยคำถามของคุณไม่ได้เกี่ยวข้องกับกฎหมาย,Hard,พยานในช่วงเวลาที่แย่ที่สุดของคุณคือใคร?,0
คุณเคยฟ้องใครในใจแต่ไม่กล้าบอกไหม?,ขออภัยคำถามของคุณไม่ได้เกี่ยวข้องกับกฎหมาย,Hard,คุณเคยฟ้องใครในใจแต่ไม่กล้าบอกไหม?,0
ศาลแห่งความทรงจำอยู่ในที่ไหนของหัวใจคุณ?,ขออภัยคำถามของคุณไม่ได้เกี่ยวข้องกับกฎหมาย,Hard,ศาลแห่งความทรงจำอยู่ในที่ไหนของหัวใจคุณ?,0
ถ้ามีบทบัญญัติให้คนยิ้มวันละ 5 ครั้ง คุณทำได้ไหม?,ขออภัยคำถามของคุณไม่ได้เกี่ยวข้องกับกฎหมาย,Hard,ถ้ามีบทบัญญัติให้คนยิ้มวันละ 5 ครั้ง คุณทำได้ไหม?,0
สัญญาในวัยเด็กที่ยังรักษาไว้คืออะไร?,ขออภัยคำถามของคุณไม่ได้เกี่ยวข้องกับกฎหมาย,Hard,สัญญาในวัยเด็กที่ยังรักษาไว้คืออะไร?,0
หลักฐานว่าโลกนี้ยังน่าอยู่สำหรับคุณคืออะไร?,ขออภัยคำถามของคุณไม่ได้เกี่ยวข้องกับกฎหมาย,Hard,หลักฐานว่าโลกนี้ยังน่าอยู่สำหรับคุณคืออะไร?,0
ถ้ามีคดีว่าคุณมีความสุขมากไป คุณจะสารภาพไหม?,ขออภัยคำถามของคุณไม่ได้เกี่ยวข้องกับกฎหมาย,Hard,ถ้ามีคดีว่าคุณมีความสุขมากไป คุณจะสารภาพไหม?,0
โจทก์ของวันจันทร์สำหรับคุณคืออะไร?,ขออภัยคำถามของคุณไม่ได้เกี่ยวข้องกับกฎหมาย,Hard,โจทก์ของวันจันทร์สำหรับคุณคืออะไร?,0
พยานที่คุณอยากให้มากล่าวแทนคุณในงานแต่งคือใคร?,ขออภัยคำถามของคุณไม่ได้เกี่ยวข้องกับกฎหมาย,Hard,พยานที่คุณอยากให้มากล่าวแทนคุณในงานแต่งคือใคร?,0
คุณเคยถูกศาลหัวใจพิพากษาไหม?,ขออภัยคำถามของคุณไม่ได้เกี่ยวข้องกับกฎหมาย,Hard,คุณเคยถูกศาลหัวใจพิพากษาไหม?,0
ถ้ามีบทบัญญัติห้ามบ่น คุณจะรอดไหม?,ขออภัยคำถามของคุณไม่ได้เกี่ยวข้องกับกฎหมาย,Hard,ถ้ามีบทบัญญัติห้ามบ่น คุณจะรอดไหม?,0
สัญญาไหนที่คุณเสียใจที่สุดที่รักษาไว้ไม่ได้?,ขออภัยคำถามของคุณไม่ได้เกี่ยวข้องกับกฎหมาย,Hard,สัญญาไหนที่คุณเสียใจที่สุดที่รักษาไว้ไม่ได้?,0
ฟ้องตัวเองครั้งไหนที่ยากที่สุดในการให้อภัย?,ขออภัยคำถามของคุณไม่ได้เกี่ยวข้องกับกฎหมาย,Hard,ฟ้องตัวเองครั้งไหนที่ยากที่สุดในการให้อภัย?,0
หลักฐานสุดท้ายที่แสดงว่าคุณยังรักใครบางคนคืออะไร?,ขออภัยคำถามของคุณไม่ได้เกี่ยวข้องกับกฎหมาย,Hard,หลักฐานสุดท้ายที่แสดงว่าคุณยังรักใครบางคนคืออะไร?,0
ถ้าจำเลยคืออดีตของคุณ คุณจะให้อภัยไหม?,ขออภัยคำถามของคุณไม่ได้เกี่ยวข้องกับกฎหมาย,Hard,ถ้าจำเลยคืออดีตของคุณ คุณจะให้อภัยไหม?,0
คุณจะยอมรับคำพิพากษาจากใจตัวเองหรือไม่?,ขออภัยคำถามของคุณไม่ได้เกี่ยวข้องกับกฎหมาย,Hard,คุณจะยอมรับคำพิพากษาจากใจตัวเองหรือไม่?,0
หากคนหนึ่งทำให้ทรัพย์ของอีกคนเสียหาย ควรมีการชดเชยอย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,หากคนหนึ่งทำให้ทรัพย์ของอีกคนเสียหาย ควรมีการชดเชยอย่างไร?,1
ถ้ามีคนยืมของแล้วไม่คืน ควรทำอย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,ถ้ามีคนยืมของแล้วไม่คืน ควรทำอย่างไร?,1
ถ้าเพื่อนยืมเงินแล้วหายไป ควรแก้ปัญหาอย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,ถ้าเพื่อนยืมเงินแล้วหายไป ควรแก้ปัญหาอย่างไร?,1
การซื้อขายโดยไม่มีใบเสร็จมีผลอย่างไรต่อคู่สัญญา?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,การซื้อขายโดยไม่มีใบเสร็จมีผลอย่างไรต่อคู่สัญญา?,1
ถ้าเจ้าของบ้านไม่ซ่อมแซมหลังคารั่ว คนเช่าจะเรียกร้องอะไรได้บ้าง?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,ถ้าเจ้าของบ้านไม่ซ่อมแซมหลังคารั่ว คนเช่าจะเรียกร้องอะไรได้บ้าง?,1
หากผู้รับเหมาก่อสร้างบ้านแล้วทิ้งงานกลางทาง ผู้ว่าจ้างจะทำอย่างไรได้บ้าง?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,หากผู้รับเหมาก่อสร้างบ้านแล้วทิ้งงานกลางทาง ผู้ว่าจ้างจะทำอย่างไรได้บ้าง?,1
คนที่พบกระเป๋าสตางค์ตกอยู่บนถนนควรทำอย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,คนที่พบกระเป๋าสตางค์ตกอยู่บนถนนควรทำอย่างไร?,1
หากมีคนใช้ชื่อเราไปกู้เงินโดยไม่รู้ตัว เราควรทำอย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,หากมีคนใช้ชื่อเราไปกู้เงินโดยไม่รู้ตัว เราควรทำอย่างไร?,1
การโอนบ้านให้ผู้อื่นโดยไม่มีเอกสารจะมีผลอย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,การโอนบ้านให้ผู้อื่นโดยไม่มีเอกสารจะมีผลอย่างไร?,1
ถ้ามีคนไม่รักษาคำพูดเรื่องการซื้อขาย ควรทำอย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,ถ้ามีคนไม่รักษาคำพูดเรื่องการซื้อขาย ควรทำอย่างไร?,1
หากมีคนใช้ของของเรานานเกินสมควรโดยไม่ได้รับอนุญาต ควรจัดการอย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,หากมีคนใช้ของของเรานานเกินสมควรโดยไม่ได้รับอนุญาต ควรจัดการอย่างไร?,1
คนที่รับฝากของแล้วทำของหายมีความรับผิดหรือไม่?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,คนที่รับฝากของแล้วทำของหายมีความรับผิดหรือไม่?,1
ถ้าเพื่อนร่วมงานเอาของเราไปใช้โดยไม่ขอ ควรพูดอย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,ถ้าเพื่อนร่วมงานเอาของเราไปใช้โดยไม่ขอ ควรพูดอย่างไร?,1
การให้ของขวัญมีผลอะไรต่อความสัมพันธ์ทางทรัพย์?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,การให้ของขวัญมีผลอะไรต่อความสัมพันธ์ทางทรัพย์?,1
หากเกิดการเข้าใจผิดในสัญญา ควรหาทางออกอย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,หากเกิดการเข้าใจผิดในสัญญา ควรหาทางออกอย่างไร?,1
ถ้ามีคนขโมยจักรยาน ควรทำอย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,ถ้ามีคนขโมยจักรยาน ควรทำอย่างไร?,1
การทำร้ายร่างกายโดยตั้งใจมีผลอย่างไรต่อผู้กระทำ?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,การทำร้ายร่างกายโดยตั้งใจมีผลอย่างไรต่อผู้กระทำ?,1
คนที่พูดใส่ร้ายผู้อื่นต่อหน้าคนอื่นจะมีผลกระทบอะไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,คนที่พูดใส่ร้ายผู้อื่นต่อหน้าคนอื่นจะมีผลกระทบอะไร?,1
ถ้ามีคนบุกรุกบ้านในตอนกลางคืน ควรจัดการอย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,ถ้ามีคนบุกรุกบ้านในตอนกลางคืน ควรจัดการอย่างไร?,1
การถือมีดเดินในที่สาธารณะมีความเสี่ยงอะไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,การถือมีดเดินในที่สาธารณะมีความเสี่ยงอะไร?,1
ถ้ามีคนแอบติดกล้องในห้องน้ำ ถือว่าเป็นพฤติกรรมอย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,ถ้ามีคนแอบติดกล้องในห้องน้ำ ถือว่าเป็นพฤติกรรมอย่างไร?,1
การโกงเงินในการซื้อขายออนไลน์มีผลอย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,การโกงเงินในการซื้อขายออนไลน์มีผลอย่างไร?,1
ถ้าเราถูกหลอกให้โอนเงิน เราควรทำอย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,ถ้าเราถูกหลอกให้โอนเงิน เราควรทำอย่างไร?,1
การทำลายของผู้อื่นโดยเจตนาเป็นการกระทำแบบใด?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,การทำลายของผู้อื่นโดยเจตนาเป็นการกระทำแบบใด?,1
ถ้ามีคนปลอมแปลงลายเซ็นเราใช้ในเอกสาร จะเกิดผลอย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,ถ้ามีคนปลอมแปลงลายเซ็นเราใช้ในเอกสาร จะเกิดผลอย่างไร?,1
หากมีคนขู่กรรโชกทรัพย์ ควรรับมืออย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,หากมีคนขู่กรรโชกทรัพย์ ควรรับมืออย่างไร?,1
การล่วงละเมิดทางเพศในที่ทำงานถือเป็นเรื่องร้ายแรงหรือไม่?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,การล่วงละเมิดทางเพศในที่ทำงานถือเป็นเรื่องร้ายแรงหรือไม่?,1
ถ้าพบเห็นการทำร้ายสัตว์ ควรดำเนินการอย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,ถ้าพบเห็นการทำร้ายสัตว์ ควรดำเนินการอย่างไร?,1
คนที่แอบถ่ายภาพผู้อื่นในที่ส่วนตัวมีความเสี่ยงอะไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,คนที่แอบถ่ายภาพผู้อื่นในที่ส่วนตัวมีความเสี่ยงอะไร?,1
การแอบเปิดจดหมายของผู้อื่นถือว่าเป็นเรื่องร้ายแรงหรือไม่?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,การแอบเปิดจดหมายของผู้อื่นถือว่าเป็นเรื่องร้ายแรงหรือไม่?,1
ถ้ามีคนใช้ชื่อปลอมบนบัตรประชาชน ถือว่าเป็นพฤติกรรมแบบใด?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,ถ้ามีคนใช้ชื่อปลอมบนบัตรประชาชน ถือว่าเป็นพฤติกรรมแบบใด?,1
หากเด็กอายุ 14 ขับรถชนคน มีผลกระทบอะไรบ้าง?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,หากเด็กอายุ 14 ขับรถชนคน มีผลกระทบอะไรบ้าง?,1
การใช้เอกสารปลอมในสถานที่ราชการควรจัดการอย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,การใช้เอกสารปลอมในสถานที่ราชการควรจัดการอย่างไร?,1
ถ้าเห็นคนลักของในห้าง ควรทำอย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,ถ้าเห็นคนลักของในห้าง ควรทำอย่างไร?,1
ถ้ามีคนทำร้ายร่างกายเราโดยไม่มีเหตุผล สมควรตอบโต้หรือไม่?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,ถ้ามีคนทำร้ายร่างกายเราโดยไม่มีเหตุผล สมควรตอบโต้หรือไม่?,1
ถ้าพ่อแม่หย่ากัน ใครควรดูแลลูก?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,ถ้าพ่อแม่หย่ากัน ใครควรดูแลลูก?,1
เด็กสามารถเลือกอยู่กับใครระหว่างพ่อแม่ได้หรือไม่?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,เด็กสามารถเลือกอยู่กับใครระหว่างพ่อแม่ได้หรือไม่?,1
เมื่อคนหนึ่งเสียชีวิต ใครควรได้รับของที่เหลือไว้?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,เมื่อคนหนึ่งเสียชีวิต ใครควรได้รับของที่เหลือไว้?,1
การแบ่งสมบัติหลังการแต่งงานควรทำอย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,การแบ่งสมบัติหลังการแต่งงานควรทำอย่างไร?,1
หากมีลูกนอกสมรส เด็กจะมีสิทธิอย่างไรบ้าง?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,หากมีลูกนอกสมรส เด็กจะมีสิทธิอย่างไรบ้าง?,1
ถ้ามีคนเขียนข้อความไว้ก่อนตายว่าอยากให้ของบางอย่างแก่ใคร สิ่งนั้นจะมีผลหรือไม่?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,ถ้ามีคนเขียนข้อความไว้ก่อนตายว่าอยากให้ของบางอย่างแก่ใคร สิ่งนั้นจะมีผลหรือไม่?,1
ถ้าผู้ใหญ่ไม่ดูแลเด็กตามหน้าที่ จะเกิดผลอะไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,ถ้าผู้ใหญ่ไม่ดูแลเด็กตามหน้าที่ จะเกิดผลอะไร?,1
ใครควรเป็นผู้ตัดสินใจเรื่องการรักษาของลูกที่ยังไม่บรรลุนิติภาวะ?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,ใครควรเป็นผู้ตัดสินใจเรื่องการรักษาของลูกที่ยังไม่บรรลุนิติภาวะ?,1
การอุปการะเด็กต้องทำอย่างไรให้ถูกต้อง?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,การอุปการะเด็กต้องทำอย่างไรให้ถูกต้อง?,1
ถ้าอดีตสามีไม่จ่ายเงินเลี้ยงดูบุตร ควรจัดการอย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,ถ้าอดีตสามีไม่จ่ายเงินเลี้ยงดูบุตร ควรจัดการอย่างไร?,1
คนที่อาศัยอยู่ด้วยกันโดยไม่แต่งงาน มีสิทธิใดบ้างในทรัพย์สินร่วม?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,คนที่อาศัยอยู่ด้วยกันโดยไม่แต่งงาน มีสิทธิใดบ้างในทรัพย์สินร่วม?,1
ถ้าภรรยาไม่ได้ทำงานเลยในช่วงสมรส จะมีสิทธิในทรัพย์สินไหม?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,ถ้าภรรยาไม่ได้ทำงานเลยในช่วงสมรส จะมีสิทธิในทรัพย์สินไหม?,1
ถ้าแม่ไม่อนุญาตให้ลูกไปเรียน ลูกควรทำอย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,ถ้าแม่ไม่อนุญาตให้ลูกไปเรียน ลูกควรทำอย่างไร?,1
หากลูกไม่เลี้ยงดูพ่อแม่ตอนแก่ จะเกิดอะไรขึ้น?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,หากลูกไม่เลี้ยงดูพ่อแม่ตอนแก่ จะเกิดอะไรขึ้น?,1
การตัดสิทธิทายาททำได้ในกรณีใด?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,การตัดสิทธิทายาททำได้ในกรณีใด?,1
ถ้านายจ้างไม่จ่ายค่าตอบแทนตามที่ตกลง ควรทำอย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,ถ้านายจ้างไม่จ่ายค่าตอบแทนตามที่ตกลง ควรทำอย่างไร?,1
พนักงานถูกไล่ออกโดยไม่มีเหตุผล จะทำอะไรได้บ้าง?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,พนักงานถูกไล่ออกโดยไม่มีเหตุผล จะทำอะไรได้บ้าง?,1
ลูกจ้างทำงานเกินเวลาที่กำหนดบ่อยๆ ควรได้รับอะไรเพิ่มเติมไหม?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,ลูกจ้างทำงานเกินเวลาที่กำหนดบ่อยๆ ควรได้รับอะไรเพิ่มเติมไหม?,1
ถ้านายจ้างหักเงินเดือนโดยไม่แจ้ง ถือว่าสมเหตุสมผลหรือไม่?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,ถ้านายจ้างหักเงินเดือนโดยไม่แจ้ง ถือว่าสมเหตุสมผลหรือไม่?,1
หากทำงานอันตรายโดยไม่มีอุปกรณ์ป้องกัน ควรจัดการอย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,หากทำงานอันตรายโดยไม่มีอุปกรณ์ป้องกัน ควรจัดการอย่างไร?,1
การลาพักร้อนที่ไม่ได้รับอนุญาตสามารถเกิดผลอะไรได้บ้าง?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,การลาพักร้อนที่ไม่ได้รับอนุญาตสามารถเกิดผลอะไรได้บ้าง?,1
พนักงานหญิงตั้งครรภ์มีสิทธิอะไรบ้างในที่ทำงาน?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,พนักงานหญิงตั้งครรภ์มีสิทธิอะไรบ้างในที่ทำงาน?,1
การไม่จ่ายค่าชดเชยหลังเลิกจ้างควรแก้ไขอย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,การไม่จ่ายค่าชดเชยหลังเลิกจ้างควรแก้ไขอย่างไร?,1
ถ้ามีการล่วงละเมิดในที่ทำงานแต่ไม่มีใครกล้าแจ้ง ควรทำอย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,ถ้ามีการล่วงละเมิดในที่ทำงานแต่ไม่มีใครกล้าแจ้ง ควรทำอย่างไร?,1
หากเพื่อนร่วมงานเปิดเผยข้อมูลส่วนตัวโดยไม่ขออนุญาต จะมีผลอะไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,หากเพื่อนร่วมงานเปิดเผยข้อมูลส่วนตัวโดยไม่ขออนุญาต จะมีผลอะไร?,1
ถ้าถูกบังคับให้เซ็นเอกสารโดยไม่เต็มใจ ควรทำอย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,ถ้าถูกบังคับให้เซ็นเอกสารโดยไม่เต็มใจ ควรทำอย่างไร?,1
ถ้าถูกสั่งให้ออกโดยไม่มีเหตุผลในช่วงทดลองงาน ควรยอมรับหรือไม่?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,ถ้าถูกสั่งให้ออกโดยไม่มีเหตุผลในช่วงทดลองงาน ควรยอมรับหรือไม่?,1
การไม่จ่ายค่าจ้างให้ลูกจ้างที่ออกไปก่อนกำหนดถือว่าเหมาะสมหรือไม่?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,การไม่จ่ายค่าจ้างให้ลูกจ้างที่ออกไปก่อนกำหนดถือว่าเหมาะสมหรือไม่?,1
ถ้าพนักงานทำของบริษัทเสียหาย ใครควรรับผิด?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,ถ้าพนักงานทำของบริษัทเสียหาย ใครควรรับผิด?,1
หากบริษัทละเมิดสิทธิส่วนบุคคลของพนักงาน ควรจัดการอย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,หากบริษัทละเมิดสิทธิส่วนบุคคลของพนักงาน ควรจัดการอย่างไร?,1
ถ้ามีคนสร้างบ้านรุกเข้ามาในพื้นที่เรา ควรทำอย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,ถ้ามีคนสร้างบ้านรุกเข้ามาในพื้นที่เรา ควรทำอย่างไร?,1
การซื้อบ้านโดยไม่มีหลักฐานใด ๆ จะเสี่ยงอย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,การซื้อบ้านโดยไม่มีหลักฐานใด ๆ จะเสี่ยงอย่างไร?,1
